sitrep_no,page,line_no,line_text
19,5,16,trois cas confirmés au Nord-Kivu et l'agression des équipes EDS au Sud-Kivu (Katana) et en Ituri
19,5,17,(Bunia) constituent des obstacles majeurs.
19,5,18,4.3 Laboratoire
19,5,19,"• Ituri: 70 échantillons collectés et analysés (positivité 27,1 %); aucun échantillon en attente."
19,5,20,"• Nord-Kivu: 34 échantillons prélevés, mais 42 résultats restent en attente en raison d'un délai de"
19,5,21,rendu supérieur à 5 jours.
19,5,22,• Sud-Kivu: Installation d'un laboratoire mobile INRB à Miti-Murhesa pour accélérer le diagnostic.
19,5,25,4.4 Prévention et Contrôle de l'Infection (PCI)
19,5,26,"• Ituri : évaluations à Bunia Cité, décontaminations à l'HGR Bunia, 4 EDS à Bunia, 5 EDS à Nyankunde,"
19,5,27,"6 EDS à Rwampara, suivi des 11 prestataires."
19,5,28,• Nord-Kivu: Score PCI moyen alarmant de 40 %. Formation de 40 prestataires à l'HGR Virunga et
19,5,29,briefing de 126 membres du personnel à Heal Africa.
19,5,30,"• Sud-Kivu: Dotation d'intrants (chlore, thermo-flashs) à 40 établissements prioritaires via l'appui de"
19,5,31,l'ONG AFPDE. Évaluation de 35 établissements dans 8 zones de santé.
19,5,32,4.5 Prise en charge holistique
19,5,33,Tableau 4. Mouvement des patients dans les établissements de soins au 02 juin 2026
19,5,34,Indicateur Ituri Nord-Kivu Sud-Kivu Ensemble
19,5,35,Patients au lit (J-1) 191 8 5 204
19,5,36,Total admissions (24h) 28 1 1 30
19,5,37,Sorties (24h)
19,5,38,Décédés (Suspects/Conf.) 8 1 0 9
19,5,39,Non-cas / Guéris 8 0 0 8
19,5,40,Évadés (Suspects/Conf.) 11 0 0 11
19,5,41,Total sorties 27 1 0 28
19,5,42,Patients en isolement (Fin J) 192 8 6 206
19,5,43,dont confirmés (NC+AC) 40 5 2 47
19,5,44,dont suspects 152 3 4 159
19,5,47,5
19,6,1,4.6 CREC et Engagement Communautaire
19,6,2,• Nord-Kivu: 22 580 personnes sensibilisées. Signalement critique de 511 cas de réticence
19,6,3,"communautaire, reflétant une défiance structurelle."
19,6,4,• Sud-Kivu: Sensibilisation de 399 écoliers (ZS Miti-Murhesa et Ibanda) et briefing de 40 RECO à
19,6,5,Kavumu.
19,6,6,• Rumeurs identifiées: Persistance de la croyance en des traitements traditionnels à base de plantes
19,6,7,et méfiance envers les vaccins (notamment polio).
19,6,9,4.7 Logistique et Sécurité
19,6,10,• Remise officielle de trois (3) véhicules (dotation du Gouvernement) par le Gouverneur de la
19,6,11,province de l’Ituri au CDPS Ituri ; deux de ces véhicules ont été immédiatement affectés aux
19,6,12,zones de santé de Rwampara et Nyakunde.
19,6,13,• Livraison des intrants de prévention et contrôle des infections (PCI) aux zones de santé de
19,6,14,"Mambasa, Mandima, Niania et Mongbwalu."
19,6,15,• Livraison de médicaments et d’intrants PCI avec l’appui de l’UG-PDSS à la zone de santé de
19,6,16,Rwampara.
19,6,18,4.8. Sécurité
19,6,19,• La situation sécuritaire reste instable dans les zones de santé de Nizi et Bambu.
19,6,20,• La situation sécuritaire dans la ville de Bunia (zones de santé de Bunia et Rwampara) est
19,6,21,"relativement calme. Toutefois, la présence de groupes armés dans les territoires de Djugu, Irumu et"
19,6,22,Mambasa continue de limiter l’accès humanitaire dans plusieurs zones de santé affectées ou à
19,6,23,risque.
19,6,24,"• Incident grave à Katana (Sud-Kivu) où la population a attaqué l'équipe EDS, entraînant l'abandon"
19,6,25,"du cercueil et la manipulation du corps par la communauté. En Ituri, l'agression au cimetière de"
19,6,26,Bunia a fait 5 blessés parmi les équipes de riposte.
19,6,28,4.9 PSEA (Prévention contre l'Exploitation et les Abus Sexuels)
19,6,29,• Signature du code de bonne conduite sur la PSEA par les leaders communautaires des sites de
19,6,30,"déplacés : 49 personnes, dont 23 hommes et 26 femmes."
19,6,31,"• Sensibilisation de 179 personnes (4 hommes, 71 garçons, 9 femmes et 95 filles) à l’EP Diro, quartier"
19,6,32,"Shun 1, dans la zone de santé de Mongbwalu."
19,6,33,"• Animation d’une émission interactive sur la radio communautaire Tuungane de Mongbwalu, ayant"
19,6,34,enregistré 17 appels en direct et 7 messages.
19,6,35,• Élaboration en cours de la cartographie des acteurs et de leur positionnement dans le plan d’action
19,6,36,inter-agences PSEA.
19,6,37,• Briefing de 52 prestataires aux Points d'Entrée (Ituri) et de 41 membres de la riposte à Miti-Murhesa
19,6,38,(Sud-Kivu) sur le code de bonne conduite et les mécanismes de signalement.
19,6,43,6
19,7,1,5. PRINCIPAUX DÉFIS
19,7,2,N° Défis Impact Action requise
19,7,3,1 Réticence aux prélèvements post- Retard de confirmation; Engagement communautaire
19,7,4,mortem (swabs) sous-estimation des cas intensif; implication des leaders
19,7,5,religieux
19,7,6,2 Capacité insuffisante en CTE normés Saturation potentielle Accélération de la construction
19,7,7,malgré l'ouverture de Rwampara des CTE existants des CTE planifiés
19,7,8,"3 Faiblesse du suivi des contacts (taux Interruption des chaînes Formation, déploiement et"
19,7,9,"global 45,5%, cible 95%) de transmission motivation des relais"
19,7,10,compromise communautaires
19,7,11,4 Défaut d'approvisionnement en Fragilisation de la prise Plaidoyer pour la dotation en
19,7,12,Médicaments Essentiels Génériques en charge globale MEG
19,7,13,(MEG) dans les HGR ciblés
19,7,14,"5 Insuffisance de matériels PCI (EPI, Risque nosocomial Approvisionnement urgent"
19,7,15,"DLM, chlore) au Nord-Kivu"
19,7,16,6 Faible remontée des alertes dans les 3 Retard de détection des Renforcement de la
19,7,17,provinces cas surveillance communautaire
19,7,18,7 Insuffisance des ressources Ralentissement des Mobilisation des ressources
19,7,19,"financières pour tous les piliers opérations (gap de 21,5 millions USD)"
19,7,21,6. PERSPECTIVES ET ACTIONS PRIORITAIRES (24-72h)
19,7,22,Priorité Action Pilier Échéance
19,7,23,responsable
19,7,24,1 Formation des prestataires sur l'utilisation de la PCR Laboratoire J+2
19,7,25,RADIONE
19,7,26,2 Briefing des prestataires sur la surveillance MVE et la SBC Surveillance/CREC J+3
19,7,27,dans les zones touchées et à haut risque
19,7,28,3 Briefing des agents communautaires sur la surveillance MVE Surveillance/CREC J+3
19,7,29,et la SBC (province Ituri)
19,7,30,4 Accompagnement supervisé du Directeur Général de l'INSP Coordination Continu
19,7,31,dans les piliers techniques
19,7,32,"5 Rattrapage du suivi des contacts en Ituri (taux actuel 41,2%) Surveillance J+7"
19,7,33,6 Renforcement PCI et formation du personnel à Nyankunde PCI J+2
19,7,34,et autres zones nosocomiales
19,7,35,7 Déploiement d'un tableau de bord quotidien standardisé Coordination J+3
19,7,36,avec KPI par pilier
19,7,37,8 Plan de rattrapage des 42 échantillons en attente d'analyse Laboratoire J+2
19,7,38,au Nord Kivu
19,7,39,"9 Nord-Kivu : sortie du cas guéri à Goma (J+1), réponse aux J+2"
19,7,40,"incidents sécuritaires (incursion ADF), formation PCI à l'HGR"
19,7,41,"Virunga, extension CREC à 15 000 ménages"
19,7,42,"10 Sud-Kivu : dotation de 2 véhicules supplémentaires, J+2"
19,7,43,"installation d'un kit Internet à Miti-Murhesa, crédits de"
19,7,44,communication pour les IT/ECZS
19,7,49,7
19,8,1,Mission conjointe dans la ZS de Mongbwalu (INSP-SGI-OMS-UNICEF-PAM) axée sur l’évaluation des
19,8,2,activités de réponse à la MVE
19,8,7,"Réunion tripartite entre les Ministères de la Santé, Ministère de l’Enseignement"
19,8,8,"Supérieure et Universitaire, Recherche Scientifique et Innovations et le Ministère de"
19,8,9,l’Éducation Nationale et Nouvelle Citoyenneté
19,8,14,8
19,9,1,Pour l’Institut National de la Santé Publique (INSP) de la RDC
19,9,2,Le Directeur Général de l’INSP
19,9,3,Dr MWAMBA KAZADI Dieudonné
19,9,5,E-mail : dieudonne.mwamba@insp.cd
19,9,6,POUR TOUTE
19,9,7,INFORMATION Tel. : +243 816 040 145
19,9,8,"SUPPLÉMENTAIRE,"
19,9,9,VEUILLEZ CONTACTER Le Coordonnateur COU-SP
19,9,10,Prof NGANDU Christian
19,9,12,E-mail : Christian.ngandu@insp.cd
19,9,13,Tél. : +243998091915
19,9,14,L’Incident Manager
19,9,15,Prof Pierre AKILIMALI
19,9,17,E-mail : pierre.akilimali@insp.cd
19,9,18,Tél. : +243815800288
19,9,23,9
18,1,1,Centre d’Opérations d’Urgence de Santé Publique
18,1,2,« COUSP RDC »
18,1,3,Système de Gestion de l’Incident MVE-17
18,1,5,² Rapport de Situation de la 17 ème Epidémie de la Maladie à Virus EBOLA /RDC
18,1,6,SitRep N°018/MVB_01/06/2026
18,1,8,"Provinces touchées (3) ITURI, NORD-KIVU & SUD-KIVU"
18,1,9,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,"
18,1,10,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rwampara et Logo"
18,1,11,"(24) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni"
18,1,12,SUD-KIVU : Miti-Murhesa
18,1,13,Date de rapportage 01 Juin 2026
18,1,14,Date de publication 02 Juin 2026
18,1,19,"344* 60 116* 173 6 43,9%"
18,1,21,Cumul cas Cumul décès Cas suspects Patients en Guéris Taux de suivi de
18,1,22,confirmés parmi les en cours isolement - contacts en Ituri
18,1,23,confirmés d’investigation hospitalisation
18,1,24,*Données en cours d’harmonisation
18,1,27,1. FAITS SAILLANTS
18,1,29," Vingt-trois (23) nouveaux cas confirmés notifiés pour la journée du 01 juin 2026, répartis dans les"
18,1,30,"zones de santé de Mongbwalu (11), Bunia (6), Rwampara (3), Mambasa (2), Komanda (1)."
18,1,31," Une nouvelle zone de santé touchée, en l’occurrence celle de Mambasa."
18,1,33,2. CONTEXTE ÉPIDÉMIOLOGIQUE ET OPÉRATIONNEL
18,1,35,"La province de l'Ituri, située au Nord-Est de la République Démocratique du Congo, partage une frontière"
18,1,36,"longue et poreuse avec l'Ouganda et le Soudan du Sud. Depuis plus de deux décennies, elle est confrontée"
18,1,37,à une crise humanitaire chronique liée aux conflits armés et aux déplacements récurrents de populations. Sa
18,1,38,"population est estimée à plus de 8 millions d'habitants, dont plus d'un million de déplacés internes."
18,1,39,"La zone de santé de Mongbwalu, considérée comme le point de départ de l'épidémie, est située dans le"
18,1,40,"territoire de Djugu à 70 km de Bunia. Cette zone se caractérise par la présence de groupes armés, des"
18,1,41,"mouvements fréquents de population vers l'Ouganda, et de nombreux chantiers miniers artisanaux attirant des"
18,1,42,"travailleurs migrants. En septembre 2018, la province de l'Ituri avait déjà été touchée par la 10ème épidémie"
18,1,43,de MVE qui sévissait alors au Nord-Kivu.
18,1,44,"L'épidémie actuelle, due au Bundibugyo ebolavirus, a été éclarée officiellement le 15 mai 2026 par le Ministre"
18,1,45,de la Santé Publique. Les trois provinces touchées comptent une population totale estimée à près de 15
18,1,46,"millions d'habitants, avec des déplacements internes massifs et des flux transfrontaliers vers les pays voisins."
18,2,1,Figure 1. Chronologie des faits de l’épidémie de la maladie à virus Ebola-Bundibugyo.
18,2,3,3. ANALYSE ÉPIDÉMIOLOGIQUE DÉTAILLÉE
18,2,5,3.1 Distribution spatiale
18,2,7,Province Cas Décès Létalité Zones de santé Nouveaux cas
18,2,8,confirmés (confirmés) touchées (24h)
18,2,9,"Ituri 322 46 14,3 % 16 sur 36 (44,4 %) 23"
18,2,10,"Nord-Kivu 19 13* 68,4 % 7 sur 34 (20,6 %) 0"
18,2,11,"Sud-Kivu 3 1 33,3 % 1 sur 34 (2,9 %) 0"
18,2,12,"Total 344 60 17,4 % 24 sur 104 (23,1 %) 23"
18,2,14,*Note de mise à jour : Les données Nord-Kivu ont été révisées sur la base des rapports actualisés reçus
18,2,15,(1er juin 2026).
18,2,16,3.2 Zones de santé touchées
18,2,17," Ituri (16 zones de santé): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,"
18,2,18,"Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rwampara."
18,2,19," Nord-Kivu (7 zones de santé): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha."
18,2,20, Sud-Kivu (1 zone de santé): Miti-Murhesa.
18,2,22,3.3 Foyers actifs et dynamique de transmission
18,2,23,"La province de l'Ituri reste l'épicentre national avec 322 cas confirmés (93,6 % du total national), 16 zones"
18,2,24,"de santé touchées et 23 nouveaux cas en 24h. La létalité y est de 14,3 % (46/322), nettement plus basse"
18,2,25,"que dans les autres provinces, possiblement en lien avec un meilleur accès aux soins dans les CTE et une"
18,2,26,expérience accumulée des équipes de riposte depuis le début de la 17e épidémie.
18,2,27,"La province du Nord-Kivu présente une situation épidémiologique distincte avec 19 cas confirmés, mais"
18,2,28,"une létalité de 68,4 % (13/19), la plus élevée des trois provinces. Ce taux reflète plusieurs facteurs : des"
18,2,29,"retards de prise en charge, des évadés des structures de soins (3 cas, dont 1 retrouvé décédé), des décès"
18,2,30,"communautaires, et des difficultés d'accès aux CTE. La transmission concerne 7 zones de santé sur 34,"
18,2,32,2
18,3,1,"principalement Katwa (7 cas) et Beni (5 cas). Aucun nouveau cas confirmé n'a été notifié en 24h, mais 30"
18,3,2,nouveaux cas suspects témoignent d'une recherche active soutenue. Le taux de suivi des contacts à 59
18,3,3,"% (510 contacts, 301 vus) est le principal facteur de risque de poursuite de la transmission. Trois zones"
18,3,4,"(Kalunguta, Kyondo, Oicha) n'ont rapporté aucune visite de contact (0 %)."
18,3,5,La province du Sud-Kivu reste un foyer de faible intensité avec 3 cas confirmés (tous dans la ZS Miti-
18,3,6,"Murhesa), 1 décès, et une létalité de 33,3 %. Aucun nouveau cas confirmé en 24h. Le taux de suivi des"
18,3,7,contacts à 95 % (142/150) est exemplaire et constitue le meilleur rempart contre l'extension géographique.
18,3,8,Un laboratoire mobile INRB a été installé à Miti-Murhesa. Dix zones de santé sont en vigilance avec des cas
18,3,9,suspects.
18,3,11,3.4 Analyse temporelle
18,3,14,Bien que les données ne soient pas
18,3,15,"complètes, l’évolution actuelle de la"
18,3,16,maladie montre une diminution de la
18,3,17,transmission dans la communauté
18,3,22,3.5 Analyse démographique
18,3,24," Les groupes d’âge allant de 18 à 49 ans sont les plus affectée, avec une prédominance masculine"
18,3,25,parmi les cas confirmés (environ 55% d'hommes).
18,3,26, Les tranches d'âge extrêmes (enfants de 0 à 4 ans et adultes de 50 ans et plus) présentent une
18,3,27,"proportion plus faible de cas, bien que leur risque de létalité plus élevé nécessite une attention"
18,3,28,particulière.
18,3,33,3
18,4,1,Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et
18,4,2,"par province, République Démocratique du Congo, au 1er juin 2026 (en cours de consolidation)"
18,4,4,"Province / Zone de santé Cas confirmés Décès confirmés cumulés Létalité (CFR,"
18,4,5,cumulés (n) (n) %)
18,4,6,ITURI
18,4,7,"Bunia 80 8 10,0"
18,4,8,"Rwampara 65 13 20,0"
18,4,9,"Mongbwalu 47 10 21,3"
18,4,10,"Nyankunde 19 1 5,3"
18,4,11,"Bambu 2 2 100,0"
18,4,12,"Aru 2 1 50,0"
18,4,13,"Kilo 2 0 0,0"
18,4,14,"Nizi 2 0 0,0"
18,4,15,"Mangala 1 0 0,0"
18,4,16,"Damas 1 0 0,0"
18,4,17,"Aungba 1 0 0,0"
18,4,18,"Gety 1 0 0,0"
18,4,19,"Komanda 1 0 0,0"
18,4,20,"Lita 1 0 0,0"
18,4,21,Logo 1 0 100
18,4,22,Mambasa 2 1 50
18,4,23,"Autres ZS 94 10 10,6"
18,4,24,(données non ventilées)
18,4,25,"Sous-total Ituri 322 46 14,3"
18,4,27,NORD-KIVU
18,4,28,"Katwa 7 5 71,4"
18,4,29,"Beni 5 3 60,0"
18,4,30,"Butembo 2 2 100,0"
18,4,31,"Oicha 2 2 100,0"
18,4,32,"Kalunguta 1 1 100,0"
18,4,33,"Kyondo 1 0 0,0"
18,4,34,"Goma 1 0 0,0"
18,4,35,"Sous-total Nord-Kivu 19 13 68,4"
18,4,37,SUD-KIVU
18,4,38,"Miti-Murhesa 3 1 33,3"
18,4,39,"Sous-total Sud-Kivu 3 1 33,3"
18,4,41,"TOTAL 344 60 17,4"
18,4,46,4
18,5,1,3.6 Cartographie épidémique
18,5,6,Figures 2 & 3. Spatialisation des cas confirmés de la MVE par zone de santé affectées et dans les
18,5,7,trois provinces touchées en date du 01 Juin 2026
18,5,11,4. ACTIONS DE RIPOSTE PAR PILIER
18,5,12,4.1 Coordination
18,5,13, Tenue de la réunion avec les experts pour l’analyse approfondie en fin d’orienter la réponse.
18,5,14, Accompagnement des piliers sur l’utilisation des boites à images lors des briefings des relais
18,5,15,communautaires.
18,5,16, Dispacthing des acteurs de la réponse dans les zones de santé et évaluation des besoins
18,5,17,supplémentaires avec la dynamique de l’épidémie.
18,5,18," Tenue d’une réunion orientation avec le DG de l’INSP, IM et IMA et les coordonnateurs du COUSP."
18,5,19, Entretien de l’IM et le chargé des opérations sur la modélisation.
18,5,21,4.2 Surveillance épidémiologique
18,5,22,Investigations des alertes
18,5,23,"Tableau 2. Gestion des alertes épidémiologiques (24h), 17e épidémie MVE Bundibugyo, par province,"
18,5,24,au 1er juin 2026
18,5,26,Indicateur Ituri Nord-Kivu Sud-Kivu Ensemble
18,5,27,Alertes remontées 137 212 5 354
18,5,28,Alertes investiguées 89 109 3 201
18,5,29,"Taux d'investigation 65,0 % 51,4 % 60,0 % 56,8 %"
18,5,30,Alertes validées 85 17 1 103
18,5,32," Briefing des IT sur la surveillance à base communautaire, la surveillance de la MVE dans 6 ZS de la"
18,5,33,"province de l’Ituri (Aru, Nyankunde, Rwampara, Mongbwalu, Bambu, Bunia)."
18,5,34,5
18,6,1,Suivi des contacts
18,6,2,"Tableau 3. Suivi des contacts des cas confirmés MVE Bundibugyo par province, République"
18,6,3,"Démocratique du Congo, au 1er juin 2026"
18,6,5,Province Contacts sous suivi (n) Contacts vus (n) Taux de suivi (%)
18,6,6,"Ituri 3 350 1 317 39,3"
18,6,7,"Nord-Kivu 510 301 59,0"
18,6,8,"Sud-Kivu 150 142 95,0"
18,6,9,"Total 4 010 1 760 43,9"
18,6,11,Défis en surveillance
18,6,12, Résistance communautaire dans la zone de santé de Nizi et Bunia pour le
18,6,13,listage et le suivi des contacts autour de cas confirmés.
18,6,14, Investigation approfondie autour de cas confirmés du 31 Mai 2026 dans les
18,6,15,ZS.
18,6,17,Surveillance aux Points d'Entrée et Points de Contrôle (PoE/PoC)
18,6,19, Formation des prestataires des premières lignes aux PoE/PoC sur le
18,6,20,paquet minimum d’activités pendant la réponse à l’épidémie MVE.
18,6,21, Dotation des outils et matériels aux 2 PoC ciblés (Marabo et Irumu sur l’axe
18,6,22,Bunia- Komanda).
18,6,23,Formation des prestataires de
18,6,24,premières lignes aux PoE/PoC sur
18,6,25,le paquet minimum d’activités
18,6,27,Indicateur PoE/PoC Valeur (24h) Taux
18,6,29,Voyageurs passés par les PoE/PoC 18 153 NA
18,6,31,"Voyageurs screenés 17900 98,6%"
18,6,33,"Voyageurs ayant lavé les mains 17192 98,8%"
18,6,35,"Voyageurs sensibilisés 17442 96,0%"
18,6,37,Contacts listés 1 NA
18,6,39,"Alertes remontées 1 100,0%"
18,6,44,4.3 Laboratoire
18,6,45,Indicateurs laboratoire (24h du 01 Juin 2026)
18,6,47,Indicateur Valeur Analyse
18,6,50,6
